Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Depth_code,land_use_code,OC_Class,pH_Class,Fertility_Class,photo_path,photo_exists
0-20 cm,33142276,7.0,7.85,15.45,21.6,375.0,26.5,1.6,200.6,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES211,42.8445272,-2.344290429,2/6/2018,706,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\422\33142276E.jpg,True
0-20 cm,33161724,7.8,8.29,110.5,5.6,446.0,26.5,0.6,239.6,13.45,287.5,0.9,1.9,ES,ES6,ES62,ES620,37.92020637,-1.394012703,25-06-18,374,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\617\33161724E.jpg,True
0-20 cm,33161742,7.4,8.13,32.9,8.9,605.0,11.6,0.7,333.2,13.45,287.5,0.9,1.9,ES,ES6,ES62,ES620,38.08150897,-1.42123315,30-06-18,360,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\617\33161742E.jpg,True
0-20 cm,33161828,7.9,8.53,11.59,53.6,110.0,26.5,0.4,157.0,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.8515672,-1.553850537,7/6/2018,925,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\618\33161828E.jpg,True
0-20 cm,33161904,7.6,8.33,15.79,6.7,338.0,26.5,0.7,286.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,39.53125781,-1.674684515,31-07-18,883,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\619\33161904E.jpg,True
0-20 cm,33162048,7.8,8.35,18.23,13.0,218.0,14.8,0.9,514.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.81702316,-1.913490159,16-06-18,1163,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\620\33162048E.jpg,True
0-20 cm,33162080,7.4,7.94,14.14,61.5,481.0,26.5,3.0,116.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.10238864,-1.968387898,24-06-18,1214,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\620\33162080E.jpg,True
0-20 cm,33162102,7.6,8.18,12.13,3.4,352.0,22.1,0.6,95.2,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.29850267,-2.006529554,26-07-18,769,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\621\33162102E.jpg,True
0-20 cm,33162156,7.4,7.88,13.5,20.4,89.0,22.6,2.0,170.7,13.45,287.5,1.1,0.6,ES,ES4,ES41,ES417,41.77961749,-2.101556534,26-06-18,1111,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\621\33162156E.jpg,True
0-20 cm,33162174,7.3,7.93,26.99,24.0,506.0,26.5,3.1,59.6,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.93990886,-2.133683848,15-06-18,1009,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\621\33162174E.jpg,True
0-20 cm,33162228,7.4,8.01,18.12,13.0,122.0,22.2,1.7,500.8,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.42054454,-2.231451668,31-07-18,401,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\622\33162228E.jpg,True
0-20 cm,33162242,7.6,8.15,14.29,22.0,243.0,22.6,1.2,352.4,13.45,287.5,0.9,1.9,ES,ES2,ES22,ES220,42.54509578,-2.257143523,27-07-18,529,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\622\33162242E.jpg,True
0-20 cm,33162272,6.8,7.12,55.6,90.4,188.0,26.5,6.5,272.5,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES211,42.81191147,-2.312683927,2/6/2018,1073,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\622\33162272E.jpg,True
0-20 cm,33181700,7.5,7.98,31.0,14.0,390.0,10.1,1.4,562.2,13.45,287.5,0.9,1.9,ES,ES6,ES62,ES620,37.70774894,-1.335657043,28-04-18,242,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\817\33181700E.jpg,True
0-20 cm,33181812,7.7,8.51,15.7,6.4,380.0,28.5,0.7,302.9,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.7111052,-1.50618454,20-06-18,819,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\818\33181812E.jpg,True
0-20 cm,33182010,7.2,7.77,13.97,50.2,12.0,14.9,5.0,339.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.4807996,-1.825908988,19-06-18,1549,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\820\33182010E.jpg,True
0-20 cm,33182050,7.5,8.21,13.52,9.9,297.0,18.4,0.9,377.2,13.45,287.5,0.7,0.6,ES,ES4,ES42,ES424,40.83769741,-1.89350385,16-06-18,1125,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\820\33182050E.jpg,True
0-20 cm,33182064,7.5,8.12,15.92,19.2,324.0,23.1,1.9,635.8,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.96256373,-1.917411132,28-07-18,1256,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\820\33182064E.jpg,True
0-20 cm,33182082,7.3,7.83,25.6,49.0,51.0,26.5,3.4,568.8,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.12306987,-1.948341245,24-06-18,1093,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\820\33182082E.jpg,True
0-20 cm,33182122,7.5,7.99,15.32,12.8,407.0,16.8,0.9,155.3,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.47960489,-2.017858768,7/7/2018,1072,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\821\33182122E.jpg,True
0-20 cm,33182126,7.8,8.63,14.93,13.3,53.0,26.5,0.7,158.4,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.51524743,-2.024870646,7/7/2018,1079,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\821\33182126E.jpg,True
0-20 cm,33182158,5.6,5.89,12.28,21.9,5.0,26.5,1.6,175.1,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.80031635,-2.081364563,26-06-18,1154,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\821\33182158E.jpg,True
0-20 cm,33182168,7.6,8.18,21.36,20.8,237.0,47.6,2.1,92.5,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.88937446,-2.09916554,15-06-18,1167,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\821\33182168E.jpg,True
0-20 cm,33182222,7.5,8.19,16.72,8.8,69.0,18.1,1.0,254.7,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.37007654,-2.196518313,31-07-18,464,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\822\33182222E.jpg,True
0-20 cm,33182230,7.6,8.13,30.4,12.6,231.0,26.4,1.7,658.1,13.45,287.5,0.9,1.9,ES,ES2,ES22,ES220,42.44126144,-2.211119414,31-07-18,387,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\822\33182230E.jpg,True
0-20 cm,33201980,7.4,8.02,8.85,36.5,449.0,26.5,0.9,127.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.21578962,-1.752716875,11/8/2018,1436,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\019\33201980E.jpg,True
0-20 cm,33202038,7.4,7.88,12.72,35.5,37.0,26.5,3.3,408.1,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.7334734,-1.849754281,17-06-18,1407,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\020\33202038E.jpg,True
0-20 cm,33202056,5.1,6.03,5.84,14.3,5.0,39.9,1.4,118.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.89404697,-1.880315356,27-07-18,1269,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\020\33202056E.jpg,True
0-20 cm,33202088,7.5,8.1,14.26,5.5,204.0,11.8,0.8,203.7,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.17941034,-1.935177736,25-07-18,998,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\020\33202088E.jpg,True
0-20 cm,33221806,7.6,8.43,12.83,18.8,130.0,26.5,0.7,98.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.66283388,-1.451562407,8/6/2018,826,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\218\33221806E.jpg,True
0-10 cm,33221838,7.4,8.08,17.25,19.1,463.0,14.0,1.6,192.8,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.94924808,-1.501314904,17-05-18,974,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),0,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\218\33221838E.jpg,True
0-20 cm,33221886,7.6,8.51,11.82,21.8,421.0,10.8,0.3,170.3,13.45,287.5,0.2,0.2,ES,ES4,ES42,ES421,39.37861403,-1.577082413,19-08-18,783,B75,U111,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\218\33221886E.jpg,True
0-20 cm,33221968,7.5,7.96,21.8,113.6,143.0,26.5,2.9,179.0,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.11141534,-1.709767703,20-07-18,1394,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\219\33221968E.jpg,True
0-20 cm,33222040,7.3,7.94,14.85,13.9,594.0,27.5,1.2,437.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.75413635,-1.82977028,17-06-18,1230,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\220\33222040E.jpg,True
0-20 cm,33222054,5.4,6.14,9.84,18.0,5.0,71.3,1.6,315.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.87903341,-1.853495149,27-07-18,1217,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\220\33222054E.jpg,True
0-20 cm,33222058,3.9,5.04,4.47,8.0,5.0,122.0,0.9,108.9,13.45,287.5,0.6,1.9,ES,ES4,ES42,ES424,40.91471375,-1.860297436,27-07-18,1213,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\220\33222058E.jpg,True
0-20 cm,33222066,7.6,8.31,12.6,21.6,351.0,26.5,2.0,315.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.98606839,-1.873933824,29-07-18,1245,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\220\33222066E.jpg,True
0-20 cm,33222072,7.5,8.02,14.11,5.6,731.0,40.6,0.8,178.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.03957909,-1.884189041,24-06-18,1293,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\220\33222072E.jpg,True
0-20 cm,33222076,7.5,8.02,16.65,24.8,169.0,26.5,1.4,310.1,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.07525038,-1.891039192,24-06-18,1235,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\220\33222076E.jpg,True
0-20 cm,33222102,7.5,8.1,17.88,4.6,395.0,26.5,0.8,213.7,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.30706502,-1.935826966,26-07-18,732,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\221\33222102E.jpg,True
0-20 cm,33222130,7.4,7.85,18.62,22.7,188.0,25.7,1.4,546.5,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.55661745,-1.984572652,7/7/2018,1077,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\221\33222130E.jpg,True
0-20 cm,33222144,7.6,8.12,21.12,5.8,17.0,37.3,0.9,262.1,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.68135728,-2.009147293,6/5/2018,1144,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\221\33222144E.jpg,True
0-20 cm,33222156,7.5,8.07,12.87,15.1,108.0,26.5,1.8,153.5,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.7882579,-2.030319382,26-06-18,1082,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\221\33222156E.jpg,True
0-20 cm,33222166,7.3,7.98,23.41,9.0,625.0,39.6,2.0,203.7,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.87732823,-2.048039512,15-06-18,1062,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\221\33222166E.jpg,True
0-20 cm,33222206,7.4,8.25,10.23,3.7,105.0,26.5,0.6,74.2,13.45,287.5,0.2,0.1,ES,ES2,ES23,ES230,42.23348722,-2.119625319,23-07-18,734,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\222\33222206E.jpg,True
0-20 cm,33222252,7.5,8.04,15.87,12.0,332.0,26.5,1.3,182.0,13.45,287.5,0.6,0.7,ES,ES2,ES22,ES220,42.64282988,-2.203368441,26-07-18,615,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\222\33222252E.jpg,True
0-20 cm,33222318,6.8,7.23,24.4,24.9,5.0,26.5,2.4,89.0,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES212,43.22970386,-2.326248299,5/7/2018,440,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\223\33222318E.jpg,True
0-20 cm,33241804,7.6,8.24,16.24,5.7,370.0,20.5,0.8,201.9,13.45,287.5,0.9,1.9,ES,ES6,ES62,ES620,38.64763794,-1.425824231,25-06-18,822,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\418\33241804E.jpg,True
0-20 cm,33241828,7.5,8.29,14.92,11.3,105.0,13.5,1.0,279.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.86247804,-1.462983429,20-06-18,960,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\418\33241828E.jpg,True
0-20 cm,33241840,7.5,7.96,17.55,38.5,595.0,26.5,2.3,191.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.96986924,-1.481689666,17-05-18,1126,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\418\33241840E.jpg,True
0-10 cm,33241858,7.7,8.32,16.28,10.9,434.0,19.5,1.2,179.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,39.13092018,-1.509908756,23-05-18,749,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),0,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\418\33241858E.jpg,True
0-20 cm,33242080,7.4,7.89,16.45,45.8,27.0,26.5,2.9,231.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.11375224,-1.874400324,24-06-18,1095,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\420\33242080E.jpg,True
0-20 cm,33242254,7.5,8.04,22.3,12.9,83.0,39.4,1.4,256.3,13.45,287.5,0.9,1.9,ES,ES2,ES22,ES220,42.66353901,-2.182961837,18-05-18,552,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\422\33242254E.jpg,True
0-20 cm,33242296,4.2,4.81,13.36,33.8,1.0,26.5,2.9,132.6,13.45,287.5,2.8,6.2,ES,ES2,ES21,ES212,43.03707575,-2.260696267,5/7/2018,369,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\422\33242296E.jpg,True
0-20 cm,33261816,7.6,8.42,14.92,10.9,53.0,26.5,0.8,267.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.75777688,-1.421676383,20-06-18,925,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\618\33261816E.jpg,True
0-20 cm,33261874,7.7,8.19,14.71,4.8,289.0,16.2,0.9,205.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,39.27677465,-1.512296501,18-05-18,774,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\618\33261874E.jpg,True
0-20 cm,33261978,7.1,7.38,31.1,115.5,325.0,11.2,4.5,208.1,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.20628735,-1.679884,11/8/2018,1518,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\619\33261978E.jpg,True
0-20 cm,33262018,7.2,7.68,15.28,55.9,83.0,26.5,2.4,333.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.56342143,-1.746144068,1/8/2018,1527,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\620\33262018E.jpg,True
0-20 cm,33262036,7.4,7.84,17.62,70.8,69.0,26.5,6.6,1045.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.72406549,-1.776297179,3/8/2018,1319,C33,U420,Woodland,Other mixed woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\620\33262036E.jpg,True
0-20 cm,33262054,4.5,5.74,3.83,4.0,5.0,35.0,0.7,84.7,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.88466867,-1.806661668,26-07-18,1213,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Neutral,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\620\33262054E.jpg,True
0-20 cm,33262086,7.5,7.82,14.53,35.2,131.0,26.5,3.9,379.0,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.17008509,-1.861171151,25-07-18,1066,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\620\33262086E.jpg,True
0-10 cm,33262130,7.3,7.64,17.92,16.6,418.0,18.3,1.6,279.0,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.56232454,-1.937244001,27-06-18,1096,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),0,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\621\33262130E.jpg,True
0-20 cm,33262144,5.6,5.47,13.87,7.8,5.0,36.8,1.0,117.3,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.68707783,-1.961725893,13-06-18,1196,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Low,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\621\33262144E.jpg,True
0-20 cm,33262202,7.5,8.22,17.12,5.9,116.0,14.2,0.5,100.5,13.45,287.5,0.2,0.4,ES,ES2,ES23,ES230,42.20365729,-2.064604681,23-07-18,624,B73,U111,Cropland,Cherry fruit,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\622\33262202E.jpg,True
0-20 cm,33262230,7.3,7.46,250.62,26.2,242.0,84.6,2.7,810.6,13.45,287.5,0.6,1.1,ES,ES2,ES22,ES220,42.45289422,-2.115123812,31-07-18,500,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\622\33262230E.jpg,True
0-20 cm,33262270,5.0,5.54,17.58,54.2,1.0,26.5,4.3,161.6,13.45,287.5,0.9,1.9,ES,ES2,ES22,ES220,42.80878337,-2.188280304,11/7/2018,958,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\622\33262270E.jpg,True
0-20 cm,33281826,7.6,8.22,14.61,4.5,365.0,21.6,0.7,155.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,38.84999928,-1.414442519,20-06-18,926,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\818\33281826E.jpg,True
0-20 cm,33281952,7.1,7.48,23.6,153.1,38.0,26.5,5.1,210.1,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,39.97680342,-1.614261612,13-07-18,1244,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\332\819\33281952E.jpg,True
